Source,Target,Weight,Type
BKL,NXL,1.35,excitatory
GZ,WS,0.68,excitatory
VF,AKR,1.64,excitatory
ZCL,TIR,0.13,excitatory
XJ,FVL,1.8,excitatory
GML,PSR,0.32,excitatory
GJL,XJ,0.22,excitatory
GHL,WFL,1.14,excitatory
YDR,GHL,0.14,excitatory
LTR,DML,1.46,excitatory
RLR,ZGL,1.06,excitatory
PSR,YB,0.86,excitatory
CZL,TL,1.93,excitatory
IO,NPR,0.83,excitatory
ENR,XEL,1.24,excitatory
AX,BDR,0.5,excitatory
AS,YN,1.73,excitatory
IEL,CZL,0.75,excitatory
WL,JMR,0.11,excitatory
CDR,ES,1.72,excitatory
WUR,ZX,0.23,excitatory
AX,ZM,1.92,excitatory
XL,BRR,1.84,excitatory
ZZR,ALL,0.18,excitatory
VJL,AIL,1.1,excitatory
RGR,ENR,0.21,excitatory
RHR,YDR,0.34,excitatory
VAL,SU,0.95,excitatory
ZR,VKR,1.7,excitatory
DGL,FIL,1.48,excitatory
XMR,WFR,0.35,excitatory
UVL,WP,0.97,excitatory
AVR,MCL,1.44,excitatory
JR,JO,1.52,excitatory
AVR,HI,0.13,excitatory
SD,LTR,1.04,excitatory
AE,GD,1.4,excitatory
KIR,HR,1.42,excitatory
JOR,ZCL,1.5,excitatory
TIR,DFL,0.39,excitatory
GF,FJR,0.68,excitatory
GNR,NPR,0.1,excitatory
EHL,MCL,0.85,excitatory
KIR,ECL,1.77,excitatory
LEL,SD,1.41,excitatory
PM,BA,1.65,excitatory
WL,UB,0.33,excitatory
CRL,XT,0.55,excitatory
HW,GUL,0.58,excitatory
ENR,JO,0.58,excitatory
AVR,PZL,0.5,excitatory
AP,FKR,0.23,excitatory
ZT,OCR,0.51,excitatory
FFR,JGR,1.26,excitatory
EUR,DUL,1.62,excitatory
AX,WDL,0.87,excitatory
FU,ZRR,1.98,excitatory
XML,UOL,0.32,excitatory
GEL,WF,1.11,excitatory
YB,KM,1.21,excitatory
CNR,GCR,1.09,excitatory
FA,VC,1.55,excitatory
CRL,BD,0.76,excitatory
LTR,PO,1.29,excitatory
YPR,AOL,0.67,excitatory
YP,XUR,0.14,excitatory
VOL,GER,0.23,excitatory
JJR,ZT,0.55,excitatory
IVL,YT,1.63,excitatory
BRL,JR,0.4,excitatory
XL,FVL,1.36,excitatory
JV,BRL,1.59,excitatory
LO,UAR,0.99,excitatory
DGL,BER,1.65,excitatory
TF,CDR,0.21,excitatory
UB,FFR,1.28,excitatory
VI,IJ,0.27,excitatory
GD,NO,1.73,excitatory
SJR,RLR,0.9,excitatory
EUR,UAR,1.35,excitatory
AE,NPR,1.76,excitatory
GE,SRR,1.87,excitatory
BPR,ZX,1.7,excitatory
FA,WFL,1.27,excitatory
XML,ECL,0.46,excitatory
ZRR,NKL,0.78,excitatory
DD,DI,0.75,excitatory
JJR,AXL,1.86,excitatory
GU,UT,0.99,excitatory
TOL,UFR,0.4,excitatory
DRL,CDR,1.55,excitatory
GEL,IDR,0.11,excitatory
TOL,KAL,0.52,excitatory
WPR,CJ,1.46,excitatory
VJL,HU,1.2,excitatory
JJR,YP,0.27,excitatory
VC,YN,1.78,excitatory
YN,FVR,0.87,excitatory
OJL,WAL,0.4,excitatory
JJR,EHL,1.65,excitatory
DFL,UVL,0.8,excitatory
JH,YT,0.53,excitatory
ZM,LAL,1.85,excitatory
NT,MPR,0.96,excitatory
XV,BKL,0.23,excitatory
HHR,MR,1.51,excitatory
FUL,LO,0.67,excitatory
RLR,LM,0.33,excitatory
WH,CJ,1.71,excitatory
YP,XE,0.87,excitatory
WUR,TU,0.43,excitatory
DFL,KIR,0.54,excitatory
ML,WGL,1.65,excitatory
ZRR,OJL,1.01,excitatory
AKR,HU,1.87,excitatory
MZ,HU,0.47,excitatory
JGR,DML,1.89,excitatory
LB,FO,0.65,excitatory
ZRR,VJL,1.38,excitatory
LH,VC,1.65,excitatory
YPR,DRL,0.24,excitatory
FVL,PPR,0.64,excitatory
GBL,IRL,1.55,excitatory
RHR,SU,1.91,excitatory
HW,GUL,0.63,excitatory
TL,WDL,1.74,excitatory
PV,YZL,0.16,excitatory
ESR,VZ,1.8,excitatory
PYL,FIL,1.0,excitatory
YN,HHR,1.1,excitatory
IAL,XJ,0.69,excitatory
MP,HK,1.28,excitatory
TLR,XNR,0.97,excitatory
CNR,WJL,0.74,excitatory
FA,YZL,1.09,excitatory
HER,PJL,1.57,excitatory
WFL,LK,0.72,excitatory
JOR,BBR,0.62,excitatory
CBR,DML,1.26,excitatory
SD,YB,0.24,excitatory
GE,LB,1.89,excitatory
DVL,PJR,1.39,excitatory
PNL,FN,0.64,excitatory
MML,UE,0.28,excitatory
HA,AG,0.63,excitatory
PV,KG,0.84,excitatory
LXR,AKR,1.5,excitatory
ZZR,DML,1.36,excitatory
WAL,WDR,0.21,excitatory
RGR,BD,1.65,excitatory
VJL,MDR,1.39,excitatory
ECL,GZL,1.4,excitatory
GCR,BER,0.14,excitatory
VJL,PSR,0.93,excitatory
TIR,EHL,1.47,excitatory
HK,MOL,0.69,excitatory
BPR,WFR,1.02,excitatory
CRL,TOL,1.34,excitatory
XNR,HRR,1.25,excitatory
VZ,TL,1.1,excitatory
XL,SJR,1.29,excitatory
HA,HRR,0.31,excitatory
VI,CV,0.85,excitatory
UT,YB,0.48,excitatory
PSR,DUL,1.92,excitatory
WS,MXR,0.54,excitatory
GIL,WI,0.34,excitatory
PV,EER,1.18,excitatory
AP,JH,1.02,excitatory
WJ,UG,0.44,excitatory
KAL,JH,1.61,excitatory
YUL,BBR,0.87,excitatory
LO,LAL,1.85,excitatory
EDR,WS,1.03,excitatory
GCR,FKR,1.52,excitatory
HRR,MP,0.64,excitatory
LB,IER,1.37,excitatory
NV,TU,0.93,excitatory
PJR,NT,0.35,excitatory
IER,TOR,0.68,excitatory
ISL,HSR,1.91,excitatory
STL,DI,1.57,excitatory
LAL,GYL,1.49,excitatory
HER,YZL,1.34,excitatory
BBR,RRR,1.89,excitatory
HW,EDR,1.21,excitatory
ZJ,VOL,1.04,excitatory
BWR,NV,1.99,excitatory
HRR,PIL,1.32,excitatory
MOL,IYL,0.12,excitatory
TFR,PM,0.45,excitatory
AE,EZL,0.11,excitatory
ESR,PV,0.79,excitatory
SD,IYL,0.65,excitatory
IX,FUL,1.86,excitatory
SSL,GBL,0.19,excitatory
AE,CJ,0.36,excitatory
FR,FU,1.9,excitatory
IEL,DUL,0.41,excitatory
JJR,FFR,0.58,excitatory
NW,ZRR,1.02,excitatory
TJ,BRL,1.02,excitatory
HHR,NUL,0.4,excitatory
MPR,ML,1.02,excitatory
YTL,MZL,1.59,excitatory
DVR,HI,0.61,excitatory
WFL,RSR,0.93,excitatory
WDR,WH,0.47,excitatory
ML,CX,1.55,excitatory
NO,DD,0.55,excitatory
AI,FU,1.0,excitatory
DFL,SD,1.26,excitatory
GE,PO,0.52,excitatory
DD,LM,0.53,excitatory
WUR,TJ,1.2,excitatory
BE,BX,1.9,excitatory
JMR,UOL,1.76,excitatory
PM,HRR,1.66,excitatory
WDR,JGR,0.3,excitatory
KIR,FFR,0.85,excitatory
DU,YPR,1.66,excitatory
FVR,MF,0.36,excitatory
GNR,GJL,0.13,excitatory
NT,YBL,0.56,excitatory
ZCL,EUR,0.62,excitatory
HLL,SRR,1.02,excitatory
HI,ZRR,1.86,excitatory
JO,FA,0.78,excitatory
BBR,NKL,1.42,excitatory
LO,IJ,1.19,excitatory
IX,CX,1.6,excitatory
YT,NT,1.72,excitatory
MPR,JMR,0.29,excitatory
PNL,RLR,1.29,excitatory
XMR,WIL,0.87,excitatory
TIR,FVL,0.86,excitatory
TF,JMR,0.67,excitatory
VZR,MF,0.91,excitatory
WS,HK,1.01,excitatory
EGL,HRR,0.29,excitatory
HER,FZR,1.41,excitatory
JR,YT,1.72,excitatory
ZGL,AG,0.39,excitatory
CIL,HJ,1.67,excitatory
WJ,BPR,1.09,excitatory
DVR,FA,1.64,excitatory
GF,AX,1.73,excitatory
NO,XMR,1.78,excitatory
UE,XML,1.28,excitatory
MP,YTR,1.17,excitatory
WOL,VKR,1.55,excitatory
FIL,HRR,1.97,excitatory
KG,GZL,1.5,excitatory
WS,CRL,0.26,excitatory
AIL,CX,1.25,excitatory
TOL,WOL,1.34,excitatory
HHR,HK,1.23,excitatory
VC,YT,0.11,excitatory
SRR,IRL,0.52,excitatory
AI,ZM,1.94,excitatory
PJL,VW,1.33,excitatory
XML,GZ,0.72,excitatory
HI,CNR,1.23,excitatory
HU,DVL,0.88,excitatory
VZR,WJL,0.13,excitatory
ZCL,GIL,0.16,excitatory
AX,GCR,1.91,excitatory
TLR,AOL,1.23,excitatory
ZT,YB,0.41,excitatory
JT,KG,0.56,excitatory
XEL,MR,0.97,excitatory
PM,AI,1.05,excitatory
WDL,FN,1.78,excitatory
NKL,ZZR,1.87,excitatory
TJ,BER,1.81,excitatory
XIR,IYL,1.74,excitatory
ZT,RHR,1.97,excitatory
TFR,HK,0.4,excitatory
WDL,YPR,1.81,excitatory
HR,DUL,0.43,excitatory
WUR,AE,0.79,excitatory
NW,VUL,0.53,excitatory
RLR,WAL,1.55,excitatory
DRR,LXR,0.85,excitatory
SE,XEL,1.12,excitatory
SJR,GSR,0.98,excitatory
BRL,AX,1.98,excitatory
HW,KM,0.88,excitatory
MDR,PNL,1.35,excitatory
TU,MP,1.4,excitatory
YPL,WLR,1.09,excitatory
NXL,WDR,1.62,excitatory
NV,VOL,2.0,excitatory
TLR,JT,0.57,excitatory
JO,KG,0.7,excitatory
UVL,EUR,0.58,excitatory
KIR,OJR,0.32,excitatory
GSR,BTR,0.47,excitatory
UB,IDR,1.5,excitatory
FZR,JT,1.33,excitatory
DI,NKL,1.54,excitatory
PM,AKR,1.86,excitatory
TL,GML,0.69,excitatory
XT,RHR,1.45,excitatory
JAL,LB,1.75,excitatory
GE,ZWL,0.98,excitatory
PNL,JH,1.0,excitatory
FMR,XV,0.36,excitatory
MPR,GE,0.81,excitatory
UAR,EDR,1.54,excitatory
ZZR,TOL,1.0,excitatory
GD,DML,0.64,excitatory
HI,DRR,1.6,excitatory
LTR,SU,1.39,excitatory
NKL,XMR,1.36,excitatory
GUL,CBR,0.86,excitatory
NXL,VZ,0.54,excitatory
RHR,VKR,0.19,excitatory
BRR,ZJ,0.67,excitatory
KM,KIR,1.91,excitatory
HR,LK,0.36,excitatory
AI,TIR,0.27,excitatory
LAL,JH,1.51,excitatory
MF,DGL,0.2,excitatory
NCR,BD,1.08,excitatory
RLR,DFL,1.78,excitatory
MZL,BX,1.51,excitatory
RRR,XEL,0.7,excitatory
UAR,JT,0.92,excitatory
OJR,WS,0.76,excitatory
WDL,ALL,1.89,excitatory
XL,XT,0.14,excitatory
CRL,AXL,1.19,excitatory
CDR,WLR,0.68,excitatory
YPL,OJR,0.73,excitatory
XT,XNR,1.73,excitatory
DY,AS,1.62,excitatory
IPL,FMR,1.22,excitatory
SRR,LTR,1.65,excitatory
BBR,PV,1.32,excitatory
BA,BWR,1.62,excitatory
WI,AIL,1.49,excitatory
GIL,CZL,0.61,excitatory
VJL,FVR,0.29,excitatory
CRL,JH,1.28,excitatory
IO,GBL,0.53,excitatory
UVL,WJL,0.59,excitatory
SRR,NT,0.37,excitatory
ZGL,HFR,0.75,excitatory
LM,YUL,1.7,excitatory
JOR,LEL,0.67,excitatory
BWR,IDR,1.27,excitatory
XMR,WF,1.87,excitatory
OCR,RLR,1.31,excitatory
CRL,MY,0.96,excitatory
GU,UB,0.79,excitatory
UT,SD,1.61,excitatory
LEL,AG,0.96,excitatory
DRR,WDR,0.18,excitatory
WJL,XV,1.57,excitatory
YDR,KOR,1.87,excitatory
FFR,CDR,0.94,excitatory
AI,KM,0.11,excitatory
OOL,WSL,0.83,excitatory
EDR,WB,1.21,excitatory
WLR,ZGL,1.97,excitatory
HR,WFL,1.51,excitatory
BA,XIR,0.22,excitatory
JJR,VW,1.43,excitatory
FUL,SBL,1.94,excitatory
AS,HI,1.19,excitatory
IRL,IVL,1.1,excitatory
BA,JV,0.55,excitatory
SAR,IER,1.12,excitatory
CYR,GCR,0.23,excitatory
DUL,ECL,0.19,excitatory
EGL,BER,1.65,excitatory
HFR,HRR,1.71,excitatory
WB,CJ,0.55,excitatory
VF,TJ,0.1,excitatory
DUL,ALL,1.72,excitatory
CRL,KG,1.94,excitatory
HYR,GU,1.56,excitatory
NUL,LIR,0.96,excitatory
STL,JR,1.72,excitatory
AIL,XJ,0.95,excitatory
RHR,BE,1.45,excitatory
DML,EER,0.68,excitatory
VW,WB,0.99,excitatory
VUL,DD,0.32,excitatory
GBL,PSR,0.21,excitatory
AIL,AOL,0.4,excitatory
UVL,GNR,0.7,excitatory
UKR,XMR,0.18,excitatory
KIR,FIL,1.71,excitatory
MY,FIL,1.01,excitatory
HR,UAR,1.65,excitatory
NT,DFL,1.6,excitatory
CX,LUR,0.77,excitatory
AOL,AS,0.18,excitatory
VZ,ZCL,0.95,excitatory
RLR,WJ,1.72,excitatory
HR,MLR,0.83,excitatory
BDR,UVL,1.02,excitatory
GZL,PPR,0.23,excitatory
VZ,LK,1.29,excitatory
PPR,NI,1.54,excitatory
NUL,IVL,1.38,excitatory
JO,AI,0.79,excitatory
AOL,HYR,0.3,excitatory
KG,ZT,1.15,excitatory
LAL,BRR,1.51,excitatory
ML,LEL,1.75,excitatory
FXL,JH,0.99,excitatory
DY,HDL,0.32,excitatory
IVL,VAL,1.08,excitatory
KS,STL,0.26,excitatory
ES,IJ,1.3,excitatory
FZR,IEL,2.0,excitatory
SBL,VW,1.26,excitatory
HR,ZCL,0.65,excitatory
GYL,AXL,0.79,excitatory
JOR,FA,1.07,excitatory
ZZR,FA,1.31,excitatory
MXR,YPR,1.99,excitatory
CIL,FR,0.63,excitatory
YPL,VZR,0.73,excitatory
LIR,DVL,1.48,excitatory
FJR,BTR,0.13,excitatory
ZBL,LTR,1.11,excitatory
LO,GML,1.97,excitatory
GYL,HA,1.65,excitatory
XI,EM,1.64,excitatory
YB,LX,0.71,excitatory
AI,PIL,1.79,excitatory
AI,YTR,1.78,excitatory
KOR,BBR,1.31,excitatory
BER,AG,0.84,excitatory
XML,TIR,0.57,excitatory
HR,FN,1.07,excitatory
CIL,OT,1.68,excitatory
WF,CIL,0.14,excitatory
ALL,BA,0.37,excitatory
MZ,HU,1.66,excitatory
CV,UB,1.95,excitatory
YB,FU,1.97,excitatory
MCL,KM,0.28,excitatory
EM,IO,1.42,excitatory
HI,TLR,1.7,excitatory
FKR,GUL,0.29,excitatory
VKR,FH,1.78,excitatory
TJ,IEL,0.5,excitatory
GJL,IDR,1.49,excitatory
LH,VKR,1.65,excitatory
GCR,MYR,1.53,excitatory
HN,YBL,1.46,excitatory
TIR,SRR,0.41,excitatory
UP,ECL,0.78,excitatory
AOL,TOL,0.31,excitatory
PYL,GZL,0.11,excitatory
LO,RGR,0.92,excitatory
VZR,FU,1.69,excitatory
CV,OJL,0.9,excitatory
HHR,ZZR,1.88,excitatory
ECL,XUR,0.15,excitatory
XT,WPR,1.26,excitatory
VC,LTR,1.19,excitatory
VJL,ISL,0.14,excitatory
DC,MML,1.51,excitatory
RLR,VOL,0.67,excitatory
YPL,LO,1.64,excitatory
SU,ZCL,0.69,excitatory
JRR,MCL,0.27,excitatory
ZM,GIL,0.4,excitatory
GU,MR,1.2,excitatory
XT,XUR,0.37,excitatory
XV,BER,0.59,excitatory
ZYR,VI,0.74,excitatory
HK,XV,0.95,excitatory
AKR,ZBL,1.08,excitatory
ZBL,DRR,0.39,excitatory
EHL,IO,1.58,excitatory
MZL,VZ,1.09,excitatory
LX,VI,0.73,excitatory
JAL,FZR,0.12,excitatory
GD,IAL,1.21,excitatory
GE,PJR,1.83,excitatory
AI,GSR,1.87,excitatory
VKR,KRR,0.14,excitatory
AP,ML,0.23,excitatory
XV,DI,0.51,excitatory
FU,HYR,0.89,excitatory
ZJ,MCL,1.43,excitatory
XIR,MDR,0.21,excitatory
HHR,NT,1.49,excitatory
YTR,MZ,0.97,excitatory
SE,EGL,1.15,excitatory
HJ,YP,0.29,excitatory
FFR,HW,0.67,excitatory
DU,HFR,1.99,excitatory
STL,HSR,0.77,excitatory
TIR,AOL,1.1,excitatory
HN,BRR,1.21,excitatory
GEL,DU,0.97,excitatory
ES,CX,1.36,excitatory
XMR,DU,0.32,excitatory
SAR,XNR,1.05,excitatory
EHL,YN,1.57,excitatory
GZL,LO,1.27,excitatory
WLR,BPR,1.73,excitatory
MCL,ALL,1.69,excitatory
KS,NCR,0.24,excitatory
GEL,PSR,1.11,excitatory
IPL,ML,0.67,excitatory
AX,YUL,0.71,excitatory
BRL,JV,0.25,excitatory
MR,YDR,1.87,excitatory
JR,VJL,1.78,excitatory
ZCL,HA,0.38,excitatory
LM,IDR,1.61,excitatory
XI,ZR,1.22,excitatory
SAR,TLR,1.42,excitatory
NT,FXL,1.87,excitatory
AKR,XV,1.47,excitatory
FJR,NCR,1.01,excitatory
FFR,YP,1.82,excitatory
FKR,ISL,0.37,excitatory
EGL,CNR,0.9,excitatory
YPR,WUR,0.34,excitatory
ZGL,MP,0.76,excitatory
TLR,ESR,1.1,excitatory
CX,HSR,0.89,excitatory
ZWL,LTR,0.43,excitatory
VUL,YBL,1.93,excitatory
CDR,AX,1.13,excitatory
GF,CBR,0.89,excitatory
BX,TOL,1.92,excitatory
CJ,YT,1.68,excitatory
GSR,VF,0.83,excitatory
ZUL,WLR,1.55,excitatory
GBL,DGL,1.52,excitatory
WI,IDR,1.44,excitatory
WFL,YUL,0.13,excitatory
VC,BRL,1.36,excitatory
XT,SE,1.12,excitatory
HLL,VC,1.88,excitatory
HER,PZL,0.93,excitatory
TL,UT,0.11,excitatory
HDL,EHL,0.69,excitatory
IRL,TIR,0.48,excitatory
WH,LM,1.35,excitatory
MCL,ISL,1.49,excitatory
EDR,TOL,0.62,excitatory
WS,WH,0.66,excitatory
LX,WI,1.79,excitatory
FJR,SE,1.55,excitatory
FA,CZL,1.0,excitatory
YN,HSR,1.3,excitatory
ALL,ASL,0.66,excitatory
GNR,SD,1.37,excitatory
FO,VW,1.68,excitatory
GZL,WF,0.48,excitatory
OT,ML,1.14,excitatory
RLR,JJR,1.5,excitatory
RLR,ZR,0.4,excitatory
XL,LO,1.99,excitatory
YBL,WLR,1.69,excitatory
EHL,LO,1.01,excitatory
JAL,TOL,1.29,excitatory
IVL,ZR,0.99,excitatory
BDR,OJR,1.18,excitatory
YDR,ZX,0.38,excitatory
YN,HW,1.69,excitatory
ENR,TLR,1.08,excitatory
DRR,HJ,0.89,excitatory
WOL,HER,1.08,excitatory
HFR,BE,1.71,excitatory
LO,UP,1.03,excitatory
HSR,ZWL,1.08,excitatory
FVL,LIR,1.22,excitatory
ALL,AIL,0.63,excitatory
BRR,LEL,1.41,excitatory
SD,MR,1.81,excitatory
KS,IAL,0.5,excitatory
JOR,GER,1.31,excitatory
GU,OOL,0.72,excitatory
CNR,AKR,0.29,excitatory
WFR,XHL,1.93,excitatory
FMR,KIR,1.2,excitatory
NPR,FVL,0.83,excitatory
EER,MF,1.53,excitatory
LM,DUL,1.98,excitatory
DGL,XE,0.78,excitatory
SE,FMR,0.77,excitatory
MXR,IEL,0.14,excitatory
AIL,HW,1.35,excitatory
FKR,YBL,0.36,excitatory
GCR,MR,1.09,excitatory
VUL,XMR,0.34,excitatory
XNR,DY,0.87,excitatory
DI,WJ,0.51,excitatory
FU,JMR,0.58,excitatory
JV,DML,0.95,excitatory
FR,TOR,1.74,excitatory
JO,VW,1.15,excitatory
DML,GEL,1.22,excitatory
SJR,STL,0.57,excitatory
ENR,DI,0.28,excitatory
CYR,NO,1.56,excitatory
EER,WB,0.29,excitatory
TL,UOL,1.16,excitatory
GZL,ML,0.54,excitatory
FXL,XT,1.17,excitatory
DI,IVL,1.18,excitatory
VC,CBR,1.33,excitatory
NI,JGR,0.34,excitatory
FR,GF,1.4,excitatory
CYR,VZR,1.01,excitatory
MP,MDR,1.03,excitatory
HER,YP,1.18,excitatory
ZZR,IAL,0.81,excitatory
LB,SBL,1.12,excitatory
BBR,DFL,1.78,excitatory
ASL,JO,1.51,excitatory
XHL,IEL,0.26,excitatory
GSR,VW,0.42,excitatory
CX,TIR,0.22,excitatory
HSR,PJL,0.12,excitatory
PZL,BER,1.87,excitatory
UAR,PJL,1.6,excitatory
XNR,VKR,1.43,excitatory
MVR,IX,1.21,excitatory
FMR,MR,1.09,excitatory
HDL,FFR,1.94,excitatory
PZL,BWR,1.02,excitatory
LB,JO,1.64,excitatory
DD,VUL,1.6,excitatory
AIL,XEL,1.18,excitatory
AIL,EHL,0.39,excitatory
OT,HW,1.97,excitatory
ZJ,PIL,1.66,excitatory
YPL,TFR,1.7,excitatory
OKL,BWR,1.57,excitatory
DVR,BPR,1.98,excitatory
BD,FU,0.38,excitatory
AOL,MOL,1.73,excitatory
NUL,HK,0.81,excitatory
UE,BDR,1.5,excitatory
TOL,HJ,0.76,excitatory
GYL,ML,1.46,excitatory
LTR,ZM,0.39,excitatory
TOR,KOR,1.09,excitatory
ZJ,HW,1.16,excitatory
HA,DD,0.91,excitatory
MZL,WPR,1.86,excitatory
KM,BPR,1.99,excitatory
PSR,LB,1.33,excitatory
DGL,DVR,0.65,excitatory
ALL,PYL,1.61,excitatory
JOR,PSR,1.53,excitatory
GML,LO,0.92,excitatory
UB,GU,0.77,excitatory
TLR,UT,1.55,excitatory
RLR,YPL,0.96,excitatory
ISL,PZL,1.86,excitatory
NI,UB,0.29,excitatory
AOL,UAR,1.18,excitatory
PV,BER,1.31,excitatory
GD,PPR,1.59,excitatory
AIL,PZL,1.78,excitatory
TIR,WUR,1.97,excitatory
WJL,KIR,0.45,excitatory
GIL,FJR,0.69,excitatory
CV,ZR,1.48,excitatory
HFR,MF,0.12,excitatory
HU,CZL,0.52,excitatory
DVR,MOL,1.74,excitatory
LO,WFR,1.1,excitatory
WP,YB,0.75,excitatory
DC,JOR,1.0,excitatory
ZUL,YT,1.36,excitatory
TJ,ZCL,0.7,excitatory
CDR,BA,1.16,excitatory
FKR,GCR,0.97,excitatory
GIL,NW,0.78,excitatory
IX,NUL,0.39,excitatory
GNR,ISL,1.65,excitatory
TLR,SU,1.74,excitatory
EZL,JO,1.46,excitatory
OJR,WS,1.63,excitatory
LTR,VAL,1.17,excitatory
HER,AG,1.23,excitatory
TOR,IRL,1.23,excitatory
MYR,XML,1.94,excitatory
NV,LX,1.68,excitatory
OJR,FUL,1.6,excitatory
WJ,HLL,0.48,excitatory
WF,ZZR,1.91,excitatory
MZ,TOR,1.28,excitatory
GJL,AE,0.16,excitatory
AS,AVR,0.37,excitatory
YBL,NV,1.42,excitatory
FVR,WIL,0.73,excitatory
WOL,MLR,1.05,excitatory
BPR,WP,1.32,excitatory
LM,GZ,1.71,excitatory
VUL,BX,0.21,excitatory
WB,WDL,1.98,excitatory
JT,TIR,1.55,excitatory
XI,GEL,0.53,excitatory
NPR,CRL,0.7,excitatory
PV,DML,0.22,excitatory
CX,ZX,1.2,excitatory
TL,DVL,0.91,excitatory
AI,LXR,1.3,excitatory
CNR,IAL,0.82,excitatory
IRL,GZL,0.34,excitatory
XJ,RSR,1.74,excitatory
GCR,IYL,1.28,excitatory
HSR,UAR,1.44,excitatory
ZYR,TU,1.6,excitatory
NXL,DC,0.19,excitatory
TU,GCR,1.69,excitatory
WH,XNR,1.49,excitatory
GEL,AE,0.93,excitatory
YT,YPL,0.27,excitatory
YB,UVL,0.29,excitatory
XMR,STL,1.79,excitatory
RLR,UT,0.85,excitatory
GSR,NPR,1.79,excitatory
FKR,WDR,1.1,excitatory
FFR,ZUL,1.0,excitatory
EZL,YZL,1.25,excitatory
ZJ,GYL,0.88,excitatory
FA,FJR,0.17,excitatory
GYL,JOR,1.74,excitatory
MP,YTL,1.85,excitatory
YP,BX,1.61,excitatory
HW,BPR,0.79,excitatory
RGR,WI,1.22,excitatory
OCR,STL,1.28,excitatory
ISL,JR,1.56,excitatory
YPR,AOL,1.23,excitatory
ISL,ZRR,1.32,excitatory
WI,SU,0.12,excitatory
MVR,WJL,1.92,excitatory
ZZR,HHR,0.56,excitatory
GCR,KAL,0.49,excitatory
UP,SSL,0.37,excitatory
EHL,NI,0.38,excitatory
CYR,DUL,0.17,excitatory
HA,UP,0.39,excitatory
AKR,MF,0.48,excitatory
DF,FIL,1.03,excitatory
NI,DRL,1.7,excitatory
KM,CZL,0.26,excitatory
HN,UP,1.0,excitatory
VW,MML,0.2,excitatory
WAL,PNL,1.05,excitatory
GU,AKR,1.16,excitatory
DGL,DI,1.29,excitatory
GE,FKR,1.94,excitatory
WP,PNL,0.92,excitatory
VF,IER,1.06,excitatory
ZX,DVR,0.26,excitatory
GCR,OHR,1.61,excitatory
SJR,ZWL,1.51,excitatory
BDR,ES,1.15,excitatory
IJ,SJR,1.7,excitatory
PPR,CX,0.7,excitatory
DI,IDR,1.39,excitatory
MDR,HJ,1.39,excitatory
GD,DML,1.82,excitatory
MXR,MZL,1.44,excitatory
ZWL,XUR,0.48,excitatory
ZRR,UB,1.64,excitatory
WF,NPR,1.45,excitatory
WJ,TOR,0.16,excitatory
MY,IEL,1.27,excitatory
PO,GIL,1.44,excitatory
MF,PSR,0.34,excitatory
HSR,BD,0.44,excitatory
YDR,OOL,0.9,excitatory
CNR,CDR,1.7,excitatory
XEL,ZYR,0.5,excitatory
RLR,IX,0.47,excitatory
GZ,WSL,1.28,excitatory
FUL,OHR,1.35,excitatory
KM,EZL,1.21,excitatory
MOL,PNL,1.52,excitatory
ZZR,MLR,0.15,excitatory
ZRR,WUR,0.57,excitatory
YPR,CNR,1.7,excitatory
HU,YZL,1.81,excitatory
DI,LK,0.18,excitatory
UOL,XEL,1.18,excitatory
ML,JOR,0.57,excitatory
ESR,JGR,1.15,excitatory
GF,OJL,1.49,excitatory
WLR,KRR,2.0,excitatory
DGL,BX,0.7,excitatory
UKR,WOL,1.81,excitatory
SE,JAL,0.64,excitatory
MZ,VC,0.73,excitatory
DI,ZWL,1.69,excitatory
LIR,JT,1.92,excitatory
HI,DRL,0.61,excitatory
AIL,JR,0.89,excitatory
MPR,MYR,0.86,excitatory
GML,UG,0.13,excitatory
HN,BKL,0.79,excitatory
NT,CRL,1.28,excitatory
DU,FXL,1.22,excitatory
YTR,WH,1.34,excitatory
XML,IEL,0.63,excitatory
LH,AG,0.42,excitatory
BKL,EUR,1.12,excitatory
JGR,AXL,1.8,excitatory
ZR,HRR,1.48,excitatory
WAL,WFL,1.46,excitatory
PV,VOL,0.47,excitatory
DVL,VZ,1.97,excitatory
HI,PJR,1.19,excitatory
VKR,SBL,1.87,excitatory
NKL,IX,1.89,excitatory
DD,ZUL,0.96,excitatory
SU,XT,0.32,excitatory
EZL,ZGL,0.65,excitatory
NKL,TU,0.94,excitatory
KIR,FA,0.5,excitatory
KG,JRR,1.44,excitatory
HRR,AXL,0.87,excitatory
VZR,AS,0.12,excitatory
FVL,CX,0.82,excitatory
MY,KAL,0.7,excitatory
SJR,HDL,0.57,excitatory
CBR,WDR,1.27,excitatory
RLR,CNR,1.98,excitatory
OT,WP,0.76,excitatory
MPR,WPR,1.25,excitatory
XL,SJR,1.85,excitatory
OHR,AE,0.16,excitatory
FR,LIR,1.7,excitatory
ZX,MY,1.43,excitatory
ZJ,DGL,0.66,excitatory
NCR,AI,0.97,excitatory
TBR,BX,1.3,excitatory
FIL,CV,0.43,excitatory
NO,AVR,0.81,excitatory
WIL,IO,1.43,excitatory
NKL,FA,0.66,excitatory
WFL,RLR,1.94,excitatory
LXR,UE,1.54,excitatory
MZ,HN,1.74,excitatory
PZL,TBR,0.78,excitatory
WUR,DU,0.67,excitatory
VI,LXR,0.91,excitatory
